name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,Late_OTA_3_R1,Late_OTA_3_R2,Late_OTA_3_R3,Late_OTA_4_R1,Late_OTA_4_R2,Late_OTA_4_R3,Late_PTA_3_R1,Late_PTA_3_R2,Late_PTA_3_R3,Late_PTA_4_R1,Late_PTA_4_R2,Late_PTA_4_R3
SCA-6_Chr8v1_22255,NDUS2,35.2,42.2,28.2,0.882,-0.2,0.87,-0.21,8.4e-01,1.0e+00,0.9998,13084,60.1,10,39.7,79.1,64.2,0,25.7,24.1,34.7,23.7,50.8,10.2
SCA-6_Chr8v1_22256,HPRT,149.4,135.8,163,1.141,0.2,0.37,0.52,6.0e-01,1.0e+00,0.9998,13085,66,172.4,194.1,80.6,142.7,159.2,128.7,185.7,126.6,172.6,199.3,165.1
SCA-6_Chr8v1_22258,SCA-6_Chr8v1_22258,18.8,16,21.4,1.275,0.4,0.83,0.42,6.7e-01,1.0e+00,0.9998,13086,14.1,36.9,21,4.7,17.9,1.6,6.4,28.9,17.3,13.3,35.8,27
SCA-6_Chr8v1_22259,RAB7,60.2,51.1,69.2,1.309,0.4,0.5,0.79,4.3e-01,1.0e+00,0.9998,13087,36.5,80.7,31.6,29.5,58.6,70,29.6,67.5,100,111.9,48.6,57.6
SCA-6_Chr8v1_22262,SCA-6_Chr8v1_22262,45,48.4,41.7,0.84,-0.3,0.52,-0.48,6.3e-01,1.0e+00,0.9998,13088,42.4,48.8,44.4,51.2,82.2,21.4,25.7,19.3,45.3,42.7,62.5,54.5
SCA-6_Chr8v1_22279,WHY2,158.1,123.6,192.5,0.583,-0.8,0.68,-1.14,2.6e-01,1.0e+00,0.9998,13089,5.9,146.5,139.1,96.1,169.1,184.9,27,132.6,5.3,111.9,392.8,485.6
SCA-6_Chr8v1_22280,SCA-6_Chr8v1_22280,6.5,1.2,11.7,2.676,1.4,1.83,0.77,4.4e-01,1.0e+00,0.9998,13090,0,4,3.5,0,0,0,0,15.7,0,8.5,40.6,5.1
SCA-6_Chr8v1_22281,METL1,512.9,527.6,498.2,0.93,-0.1,0.49,-0.22,8.3e-01,1.0e+00,0.9998,13091,939.1,300.9,369.4,1075.7,180.4,300.3,740,283.3,1211.4,398.4,211.6,144.7
SCA-6_Chr8v1_22282,MET14,104.7,104.8,104.6,1.007,0,0.54,0.02,9.9e-01,1.0e+00,0.9998,13092,25.9,95.6,141.5,34.1,214.4,117.6,37.3,79.6,134.6,116.7,126.1,133.5
SCA-6_Chr8v1_22283,PTR6,3,2.4,3.6,7.833,3,2.97,1,3.2e-01,1.0e+00,0.9998,13093,0,0,0,0,14.2,0,0,0,0,10.4,10.7,0.5
SCA-6_Chr8v1_22284,ARP1,519.3,525.1,513.6,0.895,-0.2,0.23,-0.71,4.8e-01,1.0e+00,0.9998,13094,456,446.3,568.1,578.2,466.7,635.3,444,374.9,393.1,490.4,747.7,631.3
SCA-6_Chr8v1_22285,RD521,64.9,60.1,69.7,0.748,-0.4,0.57,-0.73,4.7e-01,1.0e+00,0.9998,13095,7.1,60.8,58.5,46.5,104.9,82.8,33.5,32.5,26.7,40.8,127.2,157.4
SCA-6_Chr8v1_22287,PTR16,24.9,25.7,24,1.804,0.9,1.09,0.78,4.4e-01,1.0e+00,0.9998,13096,15.3,0,25.7,0,48.2,65.2,37.3,0,62.6,21.8,6.9,15.3
SCA-6_Chr8v1_22288,RHA4A,63.2,69.1,57.4,0.795,-0.3,0.61,-0.54,5.9e-01,1.0e+00,0.9998,13097,22.4,24.9,81.8,125.6,69.9,89.8,43.8,20.5,147.9,50.3,39.5,42.3
SCA-6_Chr8v1_22289,SCA-6_Chr8v1_22289,32.8,30.3,35.3,1.274,0.3,0.62,0.56,5.7e-01,1.0e+00,0.9998,13098,49.5,48.8,12.9,29.5,30.2,11.2,39.9,19.3,16,75.9,39,21.9
SCA-6_Chr8v1_22291,Y5977,49.2,55.9,42.6,0.705,-0.5,0.79,-0.63,5.3e-01,1.0e+00,0.9998,13099,54.2,53.8,45.6,10.9,84.1,86.6,66.9,7.2,0,52.2,83.4,45.9
SCA-6_Chr8v1_22292,Y1342,72.1,65.3,79,1.449,0.5,0.43,1.25,2.1e-01,1.0e+00,0.9998,13100,51.8,72.7,105.2,35.7,103,23.5,86.2,89.2,78.6,79.7,75.9,64.2
SCA-6_Chr8v1_22293,VPS9A,66.3,48.9,83.8,1.715,0.8,0.58,1.35,1.8e-01,1.0e+00,0.9998,13101,100.2,14.9,36.2,94.6,20.8,26.7,155.7,123,113.3,66.4,20.8,23.4
SCA-6_Chr8v1_22295,CLPX3,74.7,76.6,72.9,0.908,-0.1,0.44,-0.32,7.5e-01,1.0e+00,0.9998,13102,63.6,61.8,88.8,79.1,67.1,98.9,88.8,43.4,162.6,48.4,49.7,44.3
SCA-6_Chr8v1_22297,SCA-6_Chr8v1_22297,38.2,38.8,37.6,1.048,0.1,0.81,0.08,9.3e-01,1.0e+00,0.9998,13103,0,23.9,35.1,18.6,59.5,95.6,72.1,26.5,28,44.6,15.5,39.2
SCA-6_Chr8v1_22298,RBL14,35.7,35.8,35.7,0.84,-0.3,0.75,-0.33,7.4e-01,1.0e+00,0.9998,13104,11.8,27.9,50.3,27.9,48.2,48.6,0,50.6,30.7,53.1,48.1,31.6
SCA-6_Chr8v1_22299,RH50,126.8,135.2,118.3,0.796,-0.3,0.38,-0.87,3.8e-01,1.0e+00,0.9998,13105,108.4,138.5,146.1,161.2,171,86,72.1,115.7,82.6,104.3,213.2,121.8
SCA-6_Chr8v1_22300,SCA-6_Chr8v1_22300,33,28.6,37.4,1.077,0.1,0.91,0.12,9.1e-01,1.0e+00,0.9998,13106,0,73.7,12.9,4.7,55.7,24.6,27,10.8,53.3,15.2,67.3,51
SCA-6_Chr8v1_22301,CB5,1121.6,1340.9,902.3,0.651,-0.6,0.3,-2.08,3.8e-02,1.0e+00,0.9998,13107,923.8,1164.6,1765.2,886.6,1363.2,1941.8,516.1,935.5,1108.8,705.7,818.8,1328.8
SCA-6_Chr8v1_22302,PP390,31,32,29.9,0.924,-0.1,0.89,-0.13,9.0e-01,1.0e+00,0.9998,13108,48.3,20.9,0,80.6,4.7,37.4,33.5,32.5,49.3,45.5,6.9,11.7
SCA-6_Chr8v1_22304,CXE18,10.2,12.1,8.3,1.107,0.1,1.11,0.13,8.9e-01,1.0e+00,0.9998,13109,11.8,24.9,15.2,9.3,11.3,0,9,16.9,16,0,2.1,5.6
SCA-6_Chr8v1_22307,SPSA4,3.9,1.4,6.4,7.139,2.8,1.72,1.65,9.9e-02,1.0e+00,0.9998,13110,2.4,0,4.7,1.6,0,0,0,14.5,8,3.8,6.4,5.6
SCA-6_Chr8v1_22310,ATL7,93.9,127,60.9,0.592,-0.8,0.5,-1.52,1.3e-01,1.0e+00,0.9998,13111,216.8,98.6,63.1,246.5,115.3,21.9,96.5,32.5,134.6,63.6,13.4,24.5
SCA-6_Chr8v1_22311,TF3C3,617.1,653.6,580.5,0.892,-0.2,0.44,-0.37,7.1e-01,1.0e+00,0.9998,13112,941.4,408.5,451.2,1348.5,300.4,471.8,879,465.3,1055.5,642.2,304.6,136.5
SCA-6_Chr8v1_22336,Y3475,9.4,13.4,5.3,0.873,-0.2,1.56,-0.13,9.0e-01,1.0e+00,0.9998,13113,0,4,5.8,0,0,70.5,7.7,0,0,5.7,13.4,5.1
SCA-6_Chr8v1_22340,GDL29,75.2,51.9,98.5,2.541,1.3,0.74,1.81,7.0e-02,1.0e+00,0.9998,13114,23.6,13,22.2,217,12.3,23,70.8,12.1,97.3,165,62.5,183.4
SCA-6_Chr8v1_22342,SCA-6_Chr8v1_22342,36.7,41.6,31.7,0.94,-0.1,0.59,-0.15,8.8e-01,1.0e+00,0.9998,13115,47.1,41.8,70.1,6.2,63.3,21.4,20.6,36.2,54.6,26.6,34.7,17.3
SCA-6_Chr8v1_22343,SCA-6_Chr8v1_22343,141.8,131,152.6,1.057,0.1,0.5,0.16,8.7e-01,1.0e+00,0.9998,13116,61.3,152.4,257.2,68.2,145.5,101.5,41.2,195.3,137.3,106.2,258.7,176.8
SCA-6_Chr8v1_22344,SCA-6_Chr8v1_22344,9.9,13.7,6,0.325,-1.6,1.19,-1.36,1.7e-01,1.0e+00,0.9998,13117,9.4,23.9,10.5,24.8,0.9,12.8,11.6,9.6,0,14.2,0,0.5
SCA-6_Chr8v1_22345,CAS1,45.2,51.9,38.6,0.733,-0.4,0.45,-0.99,3.2e-01,1.0e+00,0.9998,13118,47.1,49.8,30.4,83.7,27.4,72.7,38.6,43.4,33.3,54.1,35.8,26.5
SCA-6_Chr8v1_22348,GXM2,119.9,112.1,127.6,1.112,0.2,0.45,0.34,7.3e-01,1.0e+00,0.9998,13119,51.8,101.6,137.9,54.3,209.7,117.6,104.2,136.2,66.6,162.2,124.5,172.2
SCA-6_Chr8v1_22349,QTRT2,36.4,39.5,33.3,0.582,-0.8,0.83,-0.94,3.5e-01,1.0e+00,0.9998,13120,22.4,73.7,30.4,3.1,54.8,52.4,14.2,88,1.3,9.5,44.9,41.8
SCA-6_Chr8v1_22350,NAGK,75.7,80.4,71,0.823,-0.3,0.51,-0.55,5.8e-01,1.0e+00,0.9998,13121,73.1,93.6,14,93,114.3,94.6,54.1,36.2,93.3,60.7,79.6,101.9
SCA-6_Chr8v1_22351,TPCF,14.2,15.3,13.1,1.23,0.3,0.94,0.32,7.5e-01,1.0e+00,0.9998,13122,10.6,6,21,4.7,43.5,5.9,16.7,20.5,0,15.2,14.4,11.7
SCA-6_Chr8v1_22352,KAD2,58.5,68.4,48.7,0.65,-0.6,0.69,-0.9,3.7e-01,1.0e+00,0.9998,13123,86,25.9,19.9,138,28.3,112.2,90.1,43.4,92,33.2,9.1,24.5
SCA-6_Chr8v1_22353,Y1280,88.3,102.3,74.3,0.82,-0.3,0.41,-0.7,4.8e-01,1.0e+00,0.9998,13124,132,55.8,196.4,89.9,77.5,62,88.8,61.5,141.3,77.8,51.8,24.5
SCA-6_Chr8v1_22355,SCA-6_Chr8v1_22355,26.3,21.6,31,1.436,0.5,0.71,0.73,4.6e-01,1.0e+00,0.9998,13125,10.6,7,24.5,27.9,10.4,49.2,41.2,50.6,25.3,33.2,7.5,28.5
SCA-6_Chr8v1_22356,ARGI1,61.1,61.4,60.8,0.788,-0.3,0.57,-0.61,5.4e-01,1.0e+00,0.9998,13126,11.8,68.7,63.1,82.2,63.3,79.1,41.2,106.1,6.7,56.9,74.8,79
SCA-6_Chr8v1_22358,ARGI1,26.2,31.3,21.1,0.647,-0.6,0.91,-0.69,4.9e-01,1.0e+00,0.9998,13127,75.4,21.9,45.6,17.1,13.2,14.4,18,20.5,77.3,0.9,0,9.7
SCA-6_Chr8v1_22360,Y1601,89.3,90.5,88.1,0.969,0,0.6,-0.08,9.4e-01,1.0e+00,0.9998,13128,51.8,85.7,112.2,12.4,205,75.9,39.9,135,60,38.9,140.6,114.1
SCA-6_Chr8v1_22364,YCF17,33,40.1,26,0.551,-0.9,0.7,-1.24,2.2e-01,1.0e+00,0.9998,13129,25.9,66.7,47.9,23.3,58.6,18.2,20.6,26.5,1.3,30.4,34.2,42.8
SCA-6_Chr8v1_22366,PPR16,10.6,10.7,10.4,2.203,1.1,1.05,1.08,2.8e-01,1.0e+00,0.9998,13130,36.5,7,15.2,0,5.7,0,29.6,8.4,9.3,9.5,3.2,2.5
SCA-6_Chr8v1_22367,SCA-6_Chr8v1_22367,6.1,7.1,5.2,1.829,0.9,2.02,0.43,6.7e-01,1.0e+00,0.9998,13131,22.4,5,0,0,15.1,0,3.9,22.9,0,0,4.3,0
SCA-6_Chr8v1_22369,Y193,9.7,11.8,7.6,0.896,-0.2,1.89,-0.08,9.3e-01,1.0e+00,0.9998,13132,0,20.9,28.1,0,21.7,0,21.9,9.6,0,0,0,13.8
SCA-6_Chr8v1_22376,SCRK5,20.4,17.7,23.1,2.208,1.1,1.01,1.13,2.6e-01,1.0e+00,0.9998,13133,31.8,18.9,5.8,35.7,14.2,0,69.5,25.3,0,37,1.6,5.1
SCA-6_Chr8v1_22377,DNJ72,120.9,127.4,114.4,0.801,-0.3,0.43,-0.74,4.6e-01,1.0e+00,0.9998,13134,62.4,169.4,90,68.2,189.9,184.4,92.7,171.2,52,87.3,166.2,117.2
SCA-6_Chr8v1_22378,CYC2,71.6,46.5,96.6,1.414,0.5,0.7,0.72,4.7e-01,1.0e+00,0.9998,13135,22.4,47.8,17.5,6.2,110.5,74.8,6.4,82,52,56,168.3,215
SCA-6_Chr8v1_22379,PPME1,92.5,78.4,106.5,1.331,0.4,0.45,0.91,3.6e-01,1.0e+00,0.9998,13136,34.2,132.5,107.6,48.1,95.4,52.9,61.8,86.8,98.6,151.8,129.3,110.6
SCA-6_Chr8v1_22381,SCA-6_Chr8v1_22381,8.8,13.5,4.1,0.555,-0.9,1.91,-0.45,6.6e-01,1.0e+00,0.9998,13137,61.3,0,0,14,5.7,0,12.9,0,0,5.7,5.9,0
SCA-6_Chr8v1_22382,TBCE,129.9,127.5,132.4,1.06,0.1,0.39,0.21,8.3e-01,1.0e+00,0.9998,13138,84.8,122.5,141.5,79.1,175.7,161.4,176.3,86.8,142.6,189.7,68.9,129.9
SCA-6_Chr8v1_22383,FUBP3,303.8,262.6,345.1,1.141,0.2,0.3,0.64,5.2e-01,1.0e+00,0.9998,13139,245.1,298.9,136.8,274.4,204.1,416.3,163.5,266.4,349.2,254.2,503.4,534
SCA-6_Chr8v1_22384,SHGR2,284.7,278.1,291.3,1.024,0,0.36,0.09,9.2e-01,1.0e+00,0.9998,13140,358.2,276,335.5,368.9,162.5,167.8,454.3,388.2,454.5,298.8,85.5,66.7
SCA-6_Chr8v1_22385,SHGR2,15.5,13.9,17.1,2.081,1.1,1.28,0.82,4.1e-01,1.0e+00,0.9998,13141,0,12,29.2,32.6,9.4,0,32.2,2.4,16,37,15,0
SCA-6_Chr8v1_22387,SCA-6_Chr8v1_22387,100.4,94.1,106.7,1.009,0,0.49,0.03,9.8e-01,1.0e+00,0.9998,13142,80.1,96.6,84.2,72.9,161.5,69.5,47.6,157.9,52,107.2,59.3,216
SCA-6_Chr8v1_22388,SCA-6_Chr8v1_22388,112.2,113.8,110.6,0.937,-0.1,0.36,-0.26,7.9e-01,1.0e+00,0.9998,13143,63.6,119.6,111.1,96.1,163.4,129.3,97.8,101.3,137.3,69.2,143.2,114.6
SCA-6_Chr8v1_22391,AKH2,169.1,162.2,176,1.013,0,0.44,0.04,9.7e-01,1.0e+00,0.9998,13144,94.3,193.3,194.1,153.5,257,80.7,69.5,131.4,211.9,132.8,237.3,273.1
SCA-6_Chr8v1_22393,SCA-6_Chr8v1_22393,1294.2,1377,1211.4,0.831,-0.3,0.26,-1.02,3.1e-01,1.0e+00,0.9998,13145,1410.4,1650.8,1150.3,776.6,1020.3,2253.9,1082.4,1288.7,932.9,1100.3,1596.9,1267.1
SCA-6_Chr8v1_22397,SCA-6_Chr8v1_22397,17.3,17.4,17.1,0.389,-1.4,1.15,-1.18,2.4e-01,1.0e+00,0.9998,13146,2.4,41.8,21,0,33.1,6.4,2.6,9.6,0,15.2,52.4,22.9
SCA-6_Chr8v1_22398,SCYL2,63.3,60.2,66.4,0.946,-0.1,0.49,-0.16,8.7e-01,1.0e+00,0.9998,13147,27.1,58.8,88.8,48.1,82.2,56.1,54.1,69.9,33.3,31.3,127.7,82
SCA-6_Chr8v1_22403,DRP2B,293.2,288,298.2,1.092,0.1,0.3,0.42,6.8e-01,1.0e+00,0.9998,13148,400.6,334.7,222.1,375.1,221.1,174.7,220.1,284.5,377.2,338.6,262.9,306.2
SCA-6_Chr8v1_22404,EIF2D,141.9,157.8,126,0.761,-0.4,0.39,-1,3.2e-01,1.0e+00,0.9998,13149,71.9,156.4,132.1,65.1,185.2,336.1,73.4,129,127.9,106.2,161.4,157.9
SCA-6_Chr8v1_22405,SUN3,35.4,28.8,42,1.407,0.5,0.9,0.55,5.8e-01,1.0e+00,0.9998,13150,25.9,47.8,42.1,3.1,53.8,0,23.2,22.9,29.3,37,70.5,68.8
SCA-6_Chr8v1_22406,ODP25,55,46.3,63.7,1.199,0.3,0.57,0.46,6.4e-01,1.0e+00,0.9998,13151,36.5,12,52.6,40.3,69,67.3,39.9,19.3,32,78.7,55,157.4
SCA-6_Chr8v1_22407,PXC3,27.2,20.7,33.6,1.587,0.7,0.91,0.73,4.6e-01,1.0e+00,0.9998,13152,1.2,18.9,23.4,0,18.9,62,14.2,83.2,24,15.2,44.4,20.9
SCA-6_Chr8v1_22408,SCA-6_Chr8v1_22408,255,296.6,213.5,0.827,-0.3,0.46,-0.59,5.5e-01,1.0e+00,0.9998,13153,291,314.8,550.6,117.8,386.4,119.2,200.8,540.1,121.3,178.3,158.7,81.5
SCA-6_Chr8v1_22409,HIS6A,23.5,18.8,28.1,1.471,0.6,1.26,0.44,6.6e-01,1.0e+00,0.9998,13154,0,55.8,17.5,0,36.8,2.7,0,6,46.6,33.2,27.3,55.5
SCA-6_Chr8v1_22411,SCA-6_Chr8v1_22411,134.3,148.4,120.1,0.918,-0.1,0.33,-0.37,7.1e-01,1.0e+00,0.9998,13155,149.6,155.4,145,189.1,191.8,59.8,118.4,100.1,138.6,160.3,113.3,89.7
SCA-6_Chr8v1_22412,SCA-6_Chr8v1_22412,43.6,41.9,45.3,1.053,0.1,0.75,0.1,9.2e-01,1.0e+00,0.9998,13156,58.9,19.9,37.4,55.8,20.8,58.8,81.1,65.1,0,49.3,36.9,39.7
SCA-6_Chr8v1_22414,GASA9,12.8,7.3,18.3,0.843,-0.2,1.26,-0.2,8.4e-01,1.0e+00,0.9998,13157,7.1,4,4.7,9.3,12.3,6.4,0,0,0,32.3,32.1,45.3
SCA-6_Chr8v1_22416,DJC14,905.3,866.5,944.2,1.1,0.1,0.4,0.35,7.3e-01,1.0e+00,0.9998,13158,1376.2,583.8,729.5,1415.2,469.5,624.7,1674.4,813.7,1565.9,747.4,614.1,249.7
SCA-6_Chr8v1_22418,Y4958,61.9,56.7,67.1,1.33,0.4,0.42,0.97,3.3e-01,1.0e+00,0.9998,13159,54.2,53.8,58.5,29.5,108.6,35.8,69.5,89.2,65.3,67.3,63.1,48.4
SCA-6_Chr8v1_22419,RK21,48.9,52.9,45,0.728,-0.5,0.59,-0.77,4.4e-01,1.0e+00,0.9998,13160,28.3,90.7,76,20.2,67.1,35.3,10.3,63.9,29.3,43.6,54,68.8
SCA-6_Chr8v1_22420,CDPKB,686.1,701,671.3,1.032,0,0.29,0.16,8.7e-01,1.0e+00,0.9998,13161,686.9,674.5,1184.2,561.1,672.6,426.4,607.5,1028.3,566.4,814.8,470.3,540.6
SCA-6_Chr8v1_22421,SBT3H,633.7,628,639.5,0.828,-0.3,0.54,-0.5,6.2e-01,1.0e+00,0.9998,13162,144.9,756.2,613.7,71.3,1122.3,1059.6,178.9,652.2,473.1,364.2,1168.3,1000.2
SCA-6_Chr8v1_22422,EDRF1,19.1,21.6,16.7,0.806,-0.3,0.77,-0.4,6.9e-01,1.0e+00,0.9998,13163,17.7,24.9,10.5,14,9.4,52.9,36,13.3,4,23.7,13.9,9.2
SCA-6_Chr8v1_22423,SCA-6_Chr8v1_22423,7.3,6,8.8,0.566,-0.8,1.28,-0.64,5.2e-01,1.0e+00,0.9998,13164,0,12,1.2,9.3,5.7,7.5,0,28.9,0,15.2,6.9,1.5
SCA-6_Chr8v1_22424,RMR2,408.2,398.6,417.8,0.625,-0.7,0.57,-1.2,2.3e-01,1.0e+00,0.9998,13165,90.7,389.5,405.7,40.3,537.5,927.6,113.3,332.7,52,233.3,898.9,876.9
SCA-6_Chr8v1_22425,FUT13,184,181.8,186.2,1.015,0,0.41,0.05,9.6e-01,1.0e+00,0.9998,13166,317,175.3,104,244.9,97.3,152.3,216.2,167.6,237.2,90.1,200.4,205.8
SCA-6_Chr8v1_22427,PDI52,39.4,33.5,45.4,1.849,0.9,0.77,1.15,2.5e-01,1.0e+00,0.9998,13167,37.7,34.9,29.2,38.8,60.5,0,54.1,69.9,16,49.3,42.2,40.8
SCA-6_Chr8v1_22428,CCA1,20.8,22.8,18.8,0.34,-1.6,1.13,-1.38,1.7e-01,1.0e+00,0.9998,13168,0,24.9,40.9,7.8,18.9,44.4,0,30.1,0,27.5,31.5,23.9
SCA-6_Chr8v1_22429,SC15A,42.7,45.1,40.2,0.96,-0.1,0.47,-0.12,9.0e-01,1.0e+00,0.9998,13169,35.3,50.8,46.8,65.1,46.3,26.2,79.8,48.2,28,45.5,13.9,26
SCA-6_Chr8v1_22431,CINV2,199.4,197,201.9,1.058,0.1,0.35,0.23,8.2e-01,1.0e+00,0.9998,13170,142.6,261,245.5,193.8,205,134.1,122.3,170,238.6,378.5,117.6,184.4
SCA-6_Chr8v1_22433,PP425,75.1,63.2,87,1.489,0.6,0.48,1.2,2.3e-01,1.0e+00,0.9998,13171,114.3,75.7,44.4,79.1,35.9,29.9,79.8,82,205.2,84.4,23,47.4
SCA-6_Chr8v1_22434,TCP22,8.1,12.1,4.1,0.543,-0.9,1.53,-0.58,5.6e-01,1.0e+00,0.9998,13172,30.6,4,18.7,7.8,11.3,0,0,14.5,0,3.8,0,6.1
SCA-6_Chr8v1_22435,SCA-6_Chr8v1_22435,523.7,434.4,613,0.82,-0.3,0.44,-0.65,5.1e-01,1.0e+00,0.9998,13173,136.7,560.9,346,204.6,513,845.3,92.7,337.6,187.9,570.1,969.5,1519.9
SCA-6_Chr8v1_22436,C71A9,33.8,32.7,34.8,1.186,0.2,0.74,0.33,7.4e-01,1.0e+00,0.9998,13174,70.7,50.8,36.2,7.8,17,13.9,47.6,38.6,5.3,61.7,10.2,45.3
SCA-6_Chr8v1_22437,FANCM,37.5,53.5,21.5,0.349,-1.5,0.72,-2.12,3.4e-02,1.0e+00,0.9998,13175,21.2,83.7,60.8,41.9,25.5,88.2,23.2,37.4,0,28.5,31,8.7
SCA-6_Chr8v1_22438,DCK,550.1,513.9,586.4,1.042,0.1,0.25,0.24,8.1e-01,1.0e+00,0.9998,13176,380.6,540,431.4,482.1,563,686.1,350.1,511.2,499.8,691.5,590.6,875.3
SCA-6_Chr8v1_22440,MYB30,108.2,123.7,92.8,0.845,-0.2,0.4,-0.61,5.4e-01,1.0e+00,0.9998,13177,156.7,124.5,178.9,97.7,130.4,54,100.4,103.7,143.9,36,103.7,68.8
SCA-6_Chr8v1_22442,OFUT9,114.1,117.2,111,0.971,0,0.38,-0.11,9.1e-01,1.0e+00,0.9998,13178,119,67.7,194.1,103.9,77.5,141.1,112,106.1,109.3,135.6,74.3,128.9
SCA-6_Chr8v1_22443,FBL56,29.1,22.5,35.8,1.185,0.2,0.91,0.27,7.9e-01,1.0e+00,0.9998,13179,16.5,32.9,33.9,1.6,37.8,12.3,19.3,33.8,0,35.1,32.1,94.3
SCA-6_Chr8v1_22444,TF3A,18.3,20.9,15.7,0.51,-1,0.92,-1.05,2.9e-01,1.0e+00,0.9998,13180,3.5,15.9,39.7,6.2,18.9,41.1,7.7,3.6,0,19.9,42.2,20.9
SCA-6_Chr8v1_22472,RANBM,173.9,171.2,176.7,0.989,0,0.32,-0.05,9.6e-01,1.0e+00,0.9998,13181,124.9,121.5,192.9,195.3,113.4,278.9,133.9,155.5,210.6,152.7,229.3,178.3
SCA-6_Chr8v1_22474,DNAJ,35.7,34.1,37.3,0.734,-0.4,0.8,-0.56,5.8e-01,1.0e+00,0.9998,13182,7.1,41.8,36.2,27.9,33.1,58.8,34.7,6,0,33.2,104.8,45.3
SCA-6_Chr8v1_22476,VP52A,10.8,11.1,10.6,0.576,-0.8,1.34,-0.59,5.5e-01,1.0e+00,0.9998,13183,23.6,4,22.2,6.2,3.8,6.9,56.6,1.2,0,0,0,5.6
SCA-6_Chr8v1_22477,SCA-6_Chr8v1_22477,24.5,26.9,22,1.375,0.5,0.78,0.59,5.6e-01,1.0e+00,0.9998,13184,23.6,37.9,33.9,58.9,6.6,0.5,16.7,28.9,54.6,12.3,9.1,10.7
SCA-6_Chr8v1_22478,SAC1,16.7,9.1,24.3,1.645,0.7,1.21,0.59,5.5e-01,1.0e+00,0.9998,13185,1.2,15.9,11.7,0,25.5,0,10.3,18.1,1.3,14.2,29.9,71.8
SCA-6_Chr8v1_22481,MO1,13.3,13.9,12.6,1.881,0.9,1.19,0.77,4.4e-01,1.0e+00,0.9998,13186,17.7,16.9,0,48.1,0.9,0,16.7,20.5,17.3,19,2.1,0
SCA-6_Chr8v1_22483,CDKAL,22.2,30.8,13.7,0.47,-1.1,0.98,-1.11,2.7e-01,1.0e+00,0.9998,13187,29.5,3,22.2,89.9,0,40.1,20.6,9.6,10.7,21.8,15.5,4.1
SCA-6_Chr8v1_22484,CDKAL,38.8,42,35.6,0.865,-0.2,0.6,-0.35,7.3e-01,1.0e+00,0.9998,13188,29.5,43.8,39.7,51.2,45.3,42.2,6.4,20.5,78.6,52.2,25.1,31.1
SCA-6_Chr8v1_22485,FTIP7,1358,1273.7,1442.4,1.235,0.3,0.31,0.98,3.3e-01,1.0e+00,0.9998,13189,1874.6,705.4,1610.9,1787.2,1124.2,539.7,2355.3,1379.2,2752,1092.7,666.4,408.6
SCA-6_Chr8v1_22487,SCA-6_Chr8v1_22487,9,10.3,7.8,0.767,-0.4,1.24,-0.31,7.6e-01,1.0e+00,0.9998,13190,0,24.9,17.5,7.8,6.6,4.8,1.3,0,16,8.5,16.6,4.6
SCA-6_Chr8v1_22490,PP228,27.8,33.4,22.2,0.571,-0.8,0.89,-0.91,3.6e-01,1.0e+00,0.9998,13191,27.1,12,11.7,85.3,30.2,34.2,36,19.3,0,5.7,59.9,12.2
SCA-6_Chr8v1_22491,U88F3,19.5,26,12.9,0.522,-0.9,0.71,-1.32,1.9e-01,1.0e+00,0.9998,13192,16.5,11,32.7,9.3,41.6,44.9,19.3,10.8,25.3,12.3,5.3,4.6
SCA-6_Chr8v1_22494,U88F3,40,37.4,42.6,1.757,0.8,0.69,1.18,2.4e-01,1.0e+00,0.9998,13193,55.4,31.9,33.9,24.8,76.5,2.1,75.9,63.9,60,6.6,37.9,11.2
SCA-6_Chr8v1_22496,SCA-6_Chr8v1_22496,41.4,48.8,34,0.474,-1.1,0.78,-1.39,1.7e-01,1.0e+00,0.9998,13194,25.9,44.8,60.8,0,70.9,90.3,10.3,32.5,6.7,14.2,84.4,56
SCA-6_Chr8v1_22497,BH080,14.9,16.2,13.5,1.091,0.1,1.06,0.12,9.1e-01,1.0e+00,0.9998,13195,8.2,10,15.2,57.4,6.6,0,12.9,8.4,52,7.6,0,0
SCA-6_Chr8v1_22498,SCA-6_Chr8v1_22498,17.5,22.1,12.9,0.496,-1,1.2,-0.84,4.0e-01,1.0e+00,0.9998,13196,0,33.9,23.4,0,42.5,32.6,19.3,10.8,0,5.7,33.1,8.7
SCA-6_Chr8v1_22500,PTR23,44.7,45.6,43.9,0.498,-1,0.98,-1.03,3.1e-01,1.0e+00,0.9998,13197,7.1,105.6,30.4,0,73.7,56.6,0,62.7,9.3,46.5,106.9,38.2
SCA-6_Chr8v1_22502,PTR9,5.5,5.6,5.4,1.138,0.2,1.29,0.14,8.8e-01,1.0e+00,0.9998,13198,3.5,11,9.4,6.2,2.8,0.5,19.3,1.2,0,1.9,3.2,7.1
SCA-6_Chr8v1_22503,PTR9,26.9,30.8,23.1,0.748,-0.4,0.84,-0.5,6.2e-01,1.0e+00,0.9998,13199,13,25.9,39.7,6.2,32.1,67.9,51.5,21.7,0,7.6,26.7,31.1
